segment_hash	segment
9c35d60d7ab17a62de2caef23759ba50	Nuclear accidents, public opposition and high capital costs have already provoked a drastic drop in nuclear energy investment
f380b53089f4df6299bde40499f465df	free sources like nuclear energy can help meet the growing electricity needs of the United States without polluting the air
e3553f4449aff18c18ab7c05bf93bfec	nuclear energy should be on par with young renewable energy technologies
77028c96889cfc162baba2cd81e9c246	they are pollution-free and have no direct emission of carbon dioxide or other greenhouse gases
0d053a69f46aa2be90d38932d63f495a	The development of economical and reliable access to nuclear energy is designed to permit states to gain the benefits of nuclear energy and to create a viable alternative to the acquisition of sensitive fuel cycle technologies
21d7a7e0f75fbf30b7b1073e0ed1f20b	Even with these control rods, the meltdown in Chernobyl was caused by the human error of taking out the control rods out too fast during a routine check
1f4de930ea952b6ff6bf4c4b6b472384	as a result of a previous Swedish parliamentary decision regarding hydropower - putting limitations on capacity generated from this source as noted above - that energy source will also not be a reliable replacement for nuclear power
0c2638a6642ef45a67a4063ceb9d025a	there are benefits to nuclear energy that make it difficult to replace
45c963e162e6f89b26fe7ca097c37b79	the contribution of nuclear power plants to global warming is therefore relatively little
60de1f4a50a4d0b408b435da5bf3323b	This is utterly impractical for small communities living at distances to be provided with nuclear power
956db2fc2b9b0ce38d986af72f2485d4	Fuel source is limited making it a non-renewable energy source and unsustainable
4d246c56a11d08fd7d29c4aefaa0a95a	nuclear energy's life-cycle emissions are comparable to renewable forms of generation, such as wind and hydropower, and far less than those of coal or natural gas-fueled power plants
d3a55ea3cbcc25216910824b4d1dbd17	there are some concerns that the world's uranium is approximately 100 years away from depletion
24f0615f79e3f5c3c9fd752dc995c504	the cost of uranium (which is about 1/4 of the ongoing cost of operating a plant) could go up significantly
bae205517090011da789b36d245814c7	it has a much lower amount of air pollution, as well as a lower risk of affecting the climate through global warming
4c24cac594cc121b84cefd6e8e5e0454	They also give off less radiation than coal burning plant
ea1863574ae42bad17669632ab321d43	the problem of nuclear waste disposal has not yet been solved
4d2135e127819866fc037fea47f2c354	Refusing to lead the way on nuclear energy production and carbon emission reduction will force Americans down a much longer road to sustainable, renewable energy production
fcb05ad4a76a1c3e11df66b7998ec7fa	This type of energy also indirectly affects the carbon cycle because of the carbon dioxide emissions it saves from being released into the air
fb167c6bf9ff462858aa92dd803672ff	nuclear power offers different but no less nasty environmental problems than burning hydrocarbons
eb8a835cd5be44d4844aef38df032fef	continued research and development will lead to a usable product
6c3775f0d66ccab7e72a239e167b8d73	nuclear energy is -- plain and simple -- a practical means for increasing energy supply and thus enabling economic progress
41cfd9333fb8c343350639bc70cbf324	workers who have stayed to combat the crisis at the nuclear facility may be older retirees, who might die of old age before nuclear-related cancers could kill them
3a50bfdd444dddd3552ef4783eace590	the huge economic investment required comes at a time when government energy planners are already under pressure from mounting budget deficits
f3c8e0f0fb0180b7d0cbbc408dd86ec7	Nuclear energy may have horrific consequences if an accident occurs
cd5eaeda1a1521e0b86501f262c824ed	it has an enormous capacity for energy production with no carbon emissions
52b8bee1aace363f934c92f362cdbefa	the cost of doing so would be staggering given the high construction costs associated with nuclear plants
3f0f3ac9234becd1d3f9a48d02748ad9	the threat of nuclear weapons looms large
fc2fd5fc7193222dee1030fd6619e5e5	Nuclear Power is a highly reliable form of energy almost as good as other fossil fuel energy forms like coal,gas etc
a8c1eeb33247b95b020592f5589fb59b	Spacecraft that are sent to areas where sunlight is scarce are installed with nuclear engines to provide power to it for its entire mission
ffef8a008eb81e6cc75aa8851369233a	changes at DOE could help save the taxpayer money, bring promising technologies into the marketplace more quickly, and help to ensure an innovative and competitive nuclear industry
1e7d49e02b94247fd868458c1d3b2818	there are opportunities in improving energy efficiency of cleanroom environmental systems while maintaining effective contamination control
149179e603ad253cbcc86b0e33815740	many nations are looking for green alternatives
8524847fc7796ad2517f3b386208e056	nuclear energy is crucial to long-term, environmentally sustainable, diversification of energy supply
b2d7819800b0df29582c371b75c35fae	It is responsible for ensuring the energy future for Canada
56360e753b738c5728d57bdfd5aad14a	Many nations are increasingly turning to nuclear energy as a low-carbon means of meeting growing electricity demand
a6506ef454c46e067b37e9d036519064	there could be huge benefits, not only for the investors themselves, but the environment as well
f967d590ccd1f376cd2cecd6b86ad039	while most people are in favour of nuclear energy, they want less of it
a5805b2f187008446170804c2ad738c2	There is no reason people across the political spectrum cannot embrace a future in which the United States produces a majority of its electricity from safe, clean nuclear energy
c317b7f0a6465f1db11c1299da7c6254	nuclearenergy has proven to be one of the most reliable
0abf21099c0107b274d4525468b2565d	carbon footprint suggested a resurgence in modern nuclear power
63ebb14eebb990ae8ff111c3d692d63e	the economic gains for many states and regions are even more important
6d57fa23bf04f7e6f21b87b2ed4b0ec2	"nuclear power could make an unexpected comeback as a ""cleaner"" alternative to conventional energy sources"
67f13f1aff7b0eecc9a4f8330f8e383e	It also provides land and habitat preservation because the plant itself requires only small space to operate
8195888b7ebf0b169dba56b5f768c2b1	The consequences of an accident would be absolutely devastating both for human being as for the nature
8c95c7cbd711de1b51075f72393fcbc4	The generation of electricity through nuclear power emits no greenhouse gases
095c7a2ad036f93989c1f4696c46e3d2	uranium extraction and the manufacturing of the plant-similar to the manufacture of other energy sources-do generate some greenhouse gases
a0fd247a4e0e330328316c137ccda633	nuclear power plants are vulnerable to sabotage and attack
c4c0522bf2358236339828caec3de2e6	existing evacuation plans in case of a nuclear power plant accident are widely regarded as unrealistic paper exercises
e96cb42a99b80828ad2f0e920f4d0042	demand rises faster than energy saving technologies can account for
2a5bbabcb2d4ca7eb21ec1e95955b017	costs would still be higher for LNG as opposed to nuclear energy by 2030
68ad023d3426e9698977df5ba707f884	many nuclear accidents have already been endangering civilian lives
b7a4c0fa9a2a8df8a4d81379168199dc	If fossil fuels, especially coal, were used as a substitute, global greenhouse gas emissions would likely increase
82056ee8237d9b3c73af14292660c1b7	There are generally traces of lead and arsenic present in coal and its burning causes air pollution
f0456f563468c1d2003fb3a09cf2049b	New nuclear will take investment away from truly renewable forms of energy and drag us backward into nuclear dependence
3194023297008583e0989250141046e6	The primary environmental concerns for nuclear power are spent fuels and radioactive wastes
6f3d0cf4ebd502cbe3673d9e32ecc602	negative side effects, including an additional 40 million tons of carbon dioxide emissions from carbon-based fuel sources
fee990ba883bf34efdfaec29f09d5b8f	nuclear plants contribute significantly to climate change
7ffd3b22c02c4b10c7ad151d0be97b1f	The risks of nuclear accidents, production of highly radioactive waste and the costs necessary for its disposal, bear no rational relationship to the slight short-term gain in energy that nuclear power provides
25b151462067da59bf2c120e168c20dd	failed a court test
23f1c770c7768dc3458f3187af2dd813	assigns to taxpayers the risks of cost overruns in waste management
27d23692070855a710a5e8ea041c55d9	there were no deaths caused by the radioactive materials releases
e1a5dcf3d7b2058516d8f1e482b31224	a lot of people still had to be evacuated from their homes to ensure safety which really brought about inconvenience
e50ebef118280b8b585e1aac5c3263f5	renewable energy would become economically viable by 2030
0c2394cb919afdac2230b35060a85533	The pollution of this waste can cause serious effects on both people and the environment
348c95a27785d2af1b94ac61c547521e	the Better Business Bureau's (BBB) National Advertising Division found that the Nuclear Energy Institute's ads falsely claimed that nuclear reactors make power without polluting the air and water or damaging the environment
8cdb9602f56f2b2d77e956f75389d016	CONCERNS ABOUT DISPOSING THE URANIUM WASTE PRODUCED FROM THE NUCLEAR ENERGY
9f310d74eff38b9e4e796df00e71ad74	if exposed to heat in burial sites, it will expose everyone to a major amount of radiation and will destroy many things on earth
fd237c7b0ffe9e11a57500554fc2f68a	Renewable Nuclear energy is often considered as a clean source of energy
1a0174c41e56aad36b39ea8c783c50c6	"How can anyone seriously use the phrase ""clean, alternative energy"" when the waste products are deadly to all living beings for tens of thousands of years"
59428ec6ad8391c91f7e05d4c0354667	103 nuclear plants operating in the United States effectively avoid the release of 700 million tons of CO2 emissions annually
6289d9202eab4f103ba1d6c9e926fa12	reactors in Ontario, Quebec and New Brunswick have saved Canada's atmosphere from over 1 billion tonnes of carbon dioxide emissions
6dbc6b276d6435e7f5a7bff856c64f11	It is useful in place of energy sources like oil, gas, and coal because the energy is not created at the expense of burning these fossil fuels that release harmful chemicals back into the air
0caa1e4385716b88a856862228818e4b	Using more nuclear energy gives states additional flexibility in complying with clean-air requirements
3d1539046c3bbf9dac225848539ba190	There are no catastrophic risks unlike in other forms of Energy like Oil (BP Oil SPill),Thermal ( Coal Mine Deaths),Gas ( Water Pollution) etc
c91672673e380754e83ebc8968c67f9b	Each new reactor also brings an estimated $430 million a year in total output for the local community
7b68a08a74bb8382d53c05d7eca261f1	Many environmental scientists see nuclear energy as a useful tool to transition from fossil fuels to renewable energy in the future
1fcd8516379445907fb528f93d5d4e13	The investment for the construction of a nuclear plant is very high and must be recovered as soon as possible
01c13e2f19cf134c58278f72be81761c	it raises the cost of electricity generated
9078cb2fff088ad2a0c1f467b8c1df27	More of these can lead to their expansion in more populated areas putting many lives in danger
c4e90a8da9c84e50cc3c40293f5f8b82	insufficient water for electricity
70147b34de87ca4a72df66e4c666e522	Public concern about the environment, health and safety
6b8c272898b4c09b96c34596ec75ea18	The benefits of this type of effort can include increased energy delivered, decreased operating costs, enhanced preventive maintenance schedules, solutions to issues with the largest payback, and identification of early failure indicators
851b888bb3f52728e9a610c3d5f01b7b	High amount of energy can be generated from a single nuclear power plant
800ad853b90287f5768180d7666a6322	renewables would ensure high levels of energy security, provide clean electricity, and most importantly entail no risks to humans or to the environment
d3f038243eefcf356e60afd231b249b4	There are no significant adverse effects to water, land, habitat, species, and air resources
735be76a32f0b965317c9ec062aaff19	nuclear waste is potential harmful for both humans and the environment
5d128112d873b30300a3a6a016e4f581	Advanced nuclear technologies, now under development, potentially offer advantages over current technologies
02cf76579e166f877c2da734befbe4b5	nuclearenergy remains a safe, economically competitive and environmentally acceptable option
c2241ee5a972bbba0d1bab6c7e15293c	Current alternatives only produce a small percent of our energy needed
0650c7b6a4d422af7c2aeff69c63a29a	Whatever challenges still face technologies like solar and wind power, they pale compared to the fundamental security and environmental problems that won't be fixed by any new reactor design
faf4c051997809b834b1238b7c055675	The Radiation Leak and subsequent health hazards will make it impossible for a Nuclear Reactor to be located except in very remote areas like the Sahara Desert
c339c64eba3400a8903a875d4502441f	it is new sources to improve growth of economic in a country like Thailand
97d0d69a004b494e4b6553b505c05618	it will bring many ill effects to the world such as pollution
cb877154f31bedefda9c28ff36b08704	reliable electricity production and the economic benefits of nuclear energy facilities
d685f67d37ddeb437a4e97720e3d2399	all low-carbon energy sources - including nuclear, hydro and renewable energy - should be taken advantage of to generate electricity while limiting greenhouse gas emissions
60a71cbe47205302bbb8ec1f83c7737a	370,000 new jobs have been created in the sector and exports of renewable energy technology are rising rapidly
c89cabf7438413a50b43fd311b80d2f9	the amount of fuel required in a nuclear power plant is much smaller compared to those of other types of power plants
80e28afc69ff8b1868a5dc5fd272b0c2	solar energy application is much safer
de590415a23215742300256af9267bc4	instability and potential meltdown of the Fukushima nuclear reactors
38b8d947baa5427e475ce25aa6ef4f78	Fusion is, overall, a safer process and produces less problematic waste
640c58fdbd2b976ab3a183df641b910f	nuclear power costs are no longer cheap enough with massive cost escalation being seen in Finland and some nuclear reactor plans being canceled in US because of massive economic risks
52d2099cb965b1c869c8028d41769b62	nuclear power is dirty
d8d0eddeadc01080b6e029df92c4b8f6	wind power has extremely high production costs, geographical impacts, and creates a huge carbon footprint just to design and develop
0729dccb382fa5a740ae3a785c306253	the death toll from Fukushima radiation really is negligible and too small to measure
d86c739b2f9dbc951dfb7a12e2467238	Nuclear energy, though proven a far superior energy source than oil and coal
8b3a8c0b4c1dc02739f4d494ddbf8111	has its own disadvantages and inherent risks
4928fe8e41c2c73fe3cf075c03b7cd24	the promotion of the safe energy alternative that nuclear energy presents
e71f35eda41aee5a42716ea8ef61ddbf	the lack of procedure for dealing with nuclear waste as a major issue
50663b311d71521c06f73014df41a8dd	money spent on developing nuclear energy would not have as great an impact on the environment as investing in truly renewable sources
bcdee35b70b2b71eb88817be7c4829ad	nuclear energy production would have to increase by 10.5% per year from 2010 to 2050 to both replace fossil-fuel-energy use and meet the future energy demands
fd7291aca5de63735fb30d3ad9b15a79	nuclear energy does not give too much negative impact to the environment and hence decreases the rates of environment pollution
e45e162c6c84af99cf808009f8fdac68	Moore now defends nuclear power as safe, affordable and cleaner that most alternatives
bd4a6dbc7b53328cfa7511bd2e436ce3	nuclear technology produces fewer greenhouse gas emissions than fossil-fuel-based plants
30c683af93e486f169544d580afe82e1	not only does substantial security limit access to used fuel pools, but the pools themselves are constructed with several feet of steel-lined, reinforced concrete designed to withstand extreme force
1b7d1ddd0a936abbd5b1312961b7dc44	nuclear energy is the only massively available energy source
37040f98d21645e38d674b63b6f9576e	EFN supports the rapid deployment of nuclear reactors to move away from dependency on fossil fuels
f4affadfaabd4bb6ce3c14e3c6e99906	coal and liquefied natural gas (LNG) are alternatives to nuclear energy
2afd167bad0d41f5ffb1654294ad3ad0	once uranium is used it becomes radioactive waste that will be on earth for a very long time
4e1fdcbfec045c079ef480004bf39b41	accidents do happen and meltdowns do occur which means entire countries can be contaminated
784b40cbac26bb6f865182ff64143dc4	it is good, eco-friendly and scientifically which have been supported by many environmentalists and ecological organizations
ac1c830f6a37b78306e1013e27560079	Some nuclear power plants remove large quantities of water from a lake or river, which could affect fish and other aquatic life
a21e3addcca9f67097a5e47d234b52a7	because of the perceived economic viability of operating nuclear reactors, the ability for nuclear energy to slow climate change, and the possibility to provide energy security
b4ee6942e08bfeafdd0d7706621079cc	A huge safety and maintenance cost for nuclear energy is still a major question to be solved
15b4279d1aca5273c80e7f1c7d7a734b	if Americans are going to satisfy their energy demands while achieving the goal of cutting greenhouse gas emissions, the country needs to re-invest in nuclear energy
e6ef05bd0847b265e6a7022b1c6da3bd	encourage prosperity growth and clean development around the world
7ebf4b032c5785a505d0da20e1fcc9ed	once the energy from a controlled nuclear fusion can be harnessed, then theoretically, the world's energy crisis will be solved
f671c56bda6a86953e025dd2ea5469b9	too many people have become diseased or worse from coal and nuclear garbage and mistakes
bde56676615082df7ba3940aca84738b	they require high expenses in material and maintenance
5e8d85d74f90a29b03890e5dd275a415	it must be remembered that the tsunami killed tens of thousands of people and not nuclear energy
ad31c95a0cd78fae20e741ab6abfb580	it produces none of the greenhouse gases believed to be a major factor in climate change
cced2aa4e725f46ab046a7b41350f7e0	it can provide an economic boost
f83a20f329e92bf3a33f302f26ba1b7d	nuclear power too risky in earthquake-prone countries
a4534261e0c84245c9c244b036da1fc3	Scientists and engineers have found many uses for this energy, including the production of electric energy and the explosion of nuclear weapons
aacdad94e18348a5c964dd7cd6c590fa	How can nuclear facilities be made resistant to natural disasters such as earthquakes and tsunamis
5d00d987551e197c6b3af13ec50fb76e	The survey showed strong support (79 percent) for recycling used fuel from nuclear energy facilities to generate additional electricity
0618f40b8d466eb5b003e14b716f7e52	the fallout from radiation can permanently make a large area inhospitable to human/animal life for many years
e8367f8aeaa740313d08db50f9b58daf	Germany could save more than 700 billion euros by relying on non-nuclear renewable energy instead of nuclear power or imported fossil fuels
69e7a00b4c0b4970350648615bcdb453	production of renewable energy sources is increasing at a faster pace than nuclear power production which has stagnated and is gradually decreasing
59c49ffcc33f820999727d00efeec1f1	air pollution, mining accidents have killed far more than (per watt generated) over the last 50+ years
9a5726aebcc2b30cba215fcec2f03d11	the nuclear industry still has not managed to solve the problems of safety, security, and disposal of highly dangerous radioactive waste
cf25a28f8a339d30a946eedd14b6dff3	the average U.S. nuclear energy plant has an average payroll of $40 million, generates about $470 million a year in sales of goods and services, and annually pays $16 million in local and state taxes
2740a207bfd185157328ee1c5e2829cd	nuclear energy is emissions-free, which means CO2 free
62c8079a96c8d49d79d87320bba9596f	As an alternative energy source and one that does not leave the carbon footprints on the environment that fossil fuels do, it is inevitable that investing in nuclear stocks could be beneficial
141656344be04e297caf4cfca57036d4	It is cleaner than many other forms of energy production
78da268313b2972d0688f780787c5b29	can significantly reduce environmental impacts in an efficient and economically viable manner while utilizing both clean energy generation sources and hydrocarbon resources
b649589170e953e5bdbc2109155cb418	radiation-causing nuclear technology as well as coal are both unnecessary
b454f6482fb98ddc7a2e08c9a9d14b11	"100 Percent of the Planet"" can he powered by safe, really clean, renewable energy sources"
8e43e82e02cb679df65ca9c9ec5f5d2a	Uranium is a radioactive substance and emits radiation, which are very dangerous and can cause gene mutations and cancers
c3066f87bb01386ff924d2e628c79850	nuclear fuel is made using electricity from coal plants
9663e749a3e4eca9ea374e5248162919	nuclear waste poses a threat to the public health and safety
f513d844a661d766e0d1ee47d49facc3	levels of radioactive particles in the air around troubled power plants are higher than twice what Japan considers to be safe
50db8d996382287f8ef0d6b4cbddb4e6	Renewable energy is cheaper than nuclear energy for Arab countries
22dc40d9d7d49ee65fc114de4ea26765	the need for energy storage is solved for renewable energy which makes it more attractive than nuclear technology
833b1280393143785bf467a3398a2b97	If we can make GNEP a reality, we can make the world a better, cleaner, safer place to live
be33c75bb27ee22dd2e2922a06dcb4b9	Nuclearpower does not result in the emission of any of the poisonous gases like carbon dioxide, sulfur dioxide or nitrogen dioxide
eb89f80c6fa345dc42ab060f1e5b2285	the new rules do not do enough to address potential terrorist threats
9ebd9c329bf16d866b0f2f9ab1fdb4af	the powers of nuclear regulators, which have been accused in the past of being too close to nuclear industry players
82e66154fda9903c8894081057b4f914	If, say, gas prices double, costs at a gas-fired power plant soar resulting in an 80% increase to consumers
0e2f7ae7c8233d66800936436296d96f	nuclear power is not a clean, safe or affordable source of energy
8e6d398d94a83224640de1df9351e857	the building of more power plants could cause harmful effects, especially if accidents occur
5bd9c53ef6d1bde2bd7e6a95ebede005	the nuclear technology of today can already provide safe and expanded energy production
0d3a9188a36065b7e232f8611b2a15e6	they think nuclear plants are like enormous nuclear bombs, just waiting to explode and wipe out civilization
5c927024aa3b9415abe37c83d3de68a3	the world needs low-carbon fuel sources
812ed0f4791cc24622a7ceac633e247f	nuclear delivers electricity without the greenhouse gas emissions of fossil fuels
b9c4500b7278c11d1b5d02a775186ae5	we can manufacture coal artificially, it will require millions of trees to be cultivated
33856ce7c80ded38fc8b079f52de9dc2	global climate change and of the vulnerability of energy supplies caused by increasing international competition will lead to a greater reliance on nuclearenergy
7b3a263020d15fe7f46665dc9eea3473	25 billion tons of carbon dioxide are emitted into the atmosphere every year
b7314a729ac463aa6f35abb9728fa88b	if the goal to build a renewable energy infrastructure is to lower carbon emission then there is no reason for not including nuclear energy in that list
2e5ff83640af86c7735373cd2d3e97d9	Nuclear power is gaining momentum in the United States as the nation seeks environmentally friendly and affordable sources of energy that can meet growing demand
77c140ca218c9899b2bef402335fec81	sustained economic growth will require affordable, reliable energy supplies
67b3fded55ebf68c1e93dff0135e0698	many developing countries must increase their energy supplies if they are to achieve and sustain economic growth and fulfill their people's aspirations
30cf2826d20447a2cffd4e68ec876c6e	You cannot meet Britain's future energy needs and reduced carbon emissions without a big expansion of nuclear power
e42bfafbdc36642f314945762db6494e	recycle nuclear fuel using new proliferation-resistant technologies to recover more energy and reduce waste
532e628309cbee70b576ea6dbaf2bc07	It's simply a matter of doing more of what works, in a safer and more efficient way
fb0c921e947e684cdb9913b3b9ba2f6e	They're pushing a technology with serious health, safety and economic risks, and in doing so diverting research dollars away from better alternatives
b14c0294dcbef8f9df3f00108a7f6c65	The problem, however, is building a safe reactor core that can handle being loaded with long-life, highly radioactive actinides
6566cb0dd72623b3b49f9a7d5a7682d1	Despite the high level of sophistication of the safety systems of nuclear power plants the human aspect has always an impact
f14e686c4cb11cbd99a4a25293d6a6f3	Nuclear energy cycle is inherently unstable and burns out out if not properly regulated
fd36427b358a75b4b31cbd5ec12eaf6d	the minimal impact of nuclear energy operation relative to air
365616b8c212dbdbc859619c639ffe3c	why continue to pursue nuclear when there are clearly other safer or more 'progressive' options
500a6abca2f7403f0ffd5c8d02ff2dce	More and more countries take nuclear energy development as an important option for meeting energy demands and optimizing energy mix
2721a2b41342f4e6bdae42f5cad6dd25	nuclear energy in France was not only the most economic choice, but also the most environmentally friendly
376395b66fae40873e7a5486407268bf	loan guarantees unfairly subsidize a mature industry and would be better spent elsewhere
c1b23d72b837c84bf3573b7b10929ac7	Unfounded fears and misinformation have led many to believe that nuclear power is inherently dangerous, or even evil
874bcb6323c1ffff0ae9f9f3ae6b5434	Nuclear energy is a mature low-carbon technology, which has followed a trend towards increased safety levels and power output to benefit from economies of scale
349ef9f2f98a3d0f9f3a1c71ffdff27a	renewable fuels are unlikely to be able to cope with the strain this will put on centralised energy systems
c4d0c9ebb60da234f4dc2953129a98eb	nuclear energy is used to preserve the aquatic life and to make the environment more favorable to the wildlife
a8a430dd81d0ad23e32cae89d5e6dded	the least expensive way to produce electricity while abating carbon emissions
bb725c3b5a1eafcea3ace96ec25c7185	US nuclear deal is expected to result in an increase in secondary support services such as transportation and nuclear fuel storage
0480791f4c04b593c5fed2849fcbbc63	Upper-boundary public disease risks of air pollution from coal-fired plants dominate
e2fe6e18ca30ec7bacc9ce93910a5172	the initial construction costs of a nuclear plant are huge
038a7e63edd71e53eb19d86d6f618623	the ongoing maintenance and fuel costs have proven to be far lower than that of other energy sources
76057b667b92d5f82ad9debfeacb83c3	As nuclear technology and commercial energy programs spread, this could increase the risk of nuclear weapons proliferation and jeopardize the safety of the host nation and potentially every nation on Earth
3c9625a7c4449188eb051a05945ae875	many nuclear and coal power plants are already nearing the end of their lifespan and require new investments and that electricity grids need to be updated
b13792a7a759727a12a6064310032f0e	nuclear energy, especially the fusion reaction that will be applied in future, is much danger
910739e3665f54755c90a215668ce2fc	solar energy has wider and wider application in all aspects in society
52971739d7170443f2ed3565db935273	The energy department has been studying the possibility of developing nuclear energy
ab9db941ddd6b69874c8c35eb8584b55	steep oil price hikes and problems that threaten supply
c88c744e82cf322d7e3d33356759a92c	requires a tremendous initial energy cost to start the reaction
81153bb755ca04804c89e3f54c1eb7aa	cost-effective and reliable energy source
71afd1b09b65bf0aed8d9a7e7ca07941	producing affordable, on-demand electricity at an 89 percent production rate
a34ce0dfd6b1e82b98e09b6d08c4b080	ever-increasing use of the fossil fuels
5730f9b99e7a5fa799d713f8df053dd8	Renewable energy like wind & solar and improvements in energy efficiency will provide enough energy to meet our future energy demands
59a7f298a51168de5046048aa17710c8	further development will help maintain nuclear's competitiveness
ee27ba72101fb459a2b2b3e4d4cd7c48	of the increase in the price of oil due to the depleting resources of energy like fossil fuels and natural gases
0178eeeab2af24ac68573155475efc05	Nuclear energy can be used in the nuclear weapons production and proliferation
847005c7de3964f39e13b7b1d57bdef0	it is likely to have little effect on the environment
8a25aa06c5b7fd137b64dd76f0682f3b	nuclear power is both extremely dangerous and environmentally unsound as an energy source
8ad2115c164af187a3ed8f25ed39cebb	radiological risks of low-dose radiation
ac5bab33970cb13447db5c44e714ea2a	the radioactive half-lives of some of the radionuclides in the waste are thousands to millions of years long
1fbfbde35eb12a93a6af93f27601c03f	less polluting sources of energy such as nuclear
916f84d3557a19d18d3b4a426ce3d4b4	the initial capital cost of building a nuclear plant is high
b10ad9d01072d48b8021cd2a5c930353	the maintenance and running costs are relatively low
8c0930323a6a428a66baf11c7e866425	It doesn't emit carbon or noxious pollutants into the air as coal plants do
5174fc3892a9d48b25275e9a40fd3345	widespread disturbances could upset the stability of electrical energysystems and result in massive power failures
5547505f0f6cf2be43a0ee9d6b16d671	This uranium comes in a small ceramic pellet with more power in each pellet than an entire ton of coal
491b52d6a394e248430f94bd23e19129	Nuclear Power Plants Don't Burn Fuel in the Conventional Sense
736a7fb948d858bdfb0b9ed691c7597c	nuclear power is not as cheap as coal or oil
d396eca5c14652684fff9427ccb4d914	it is more affordable than many other alternative and sustainable energy options
7532cb143ad80fd37a1227baf2e6fec5	Oil is a polluting resource; imported oil is subject to wide price fluctuations
1adc41cb53d17972eb7519591daf3949	dependence on foreign oil becomes especially problematic whenever the Persian Gulf experiences conflict or tension
364d483976faa31d9a843d8608e270da	The need to cut greenhouse gas (GHG) emissions in an effort to tackle climate change
dbc83fa5411a858044bec9c7e307eba1	The study concluded that other energy sources did not meet environmental standards or simply could not be deployed at a scale large enough to meet a significant share of electricity demand
bde285b60f1b04034cdb58eec528fc81	People who live near the radioactive zone have high possibility to get ill and die
662727bcf945a1cce28c6c1e81916b55	nuclear energy can create a secure, constant, emissions-free, and cost effective energy supply we need
98e6d6cc1950ddf57a4c6be05ca792af	promote technologies that support economic, sustained production of nuclear-generated electricity, while reducing the impacts associated with spent nuclear fuel disposal and reducing proliferation risks
50717c8ce2d10bd9d42f4aa2feb27d4c	Nuclear waste has been in research for many years now and should be reaching a safe and effective means of disposal
361a5a7c3eeea13ce3f75b25f47bc91c	Although many people dream of a day when windmills will spin and the sun will shine to produce electricity, these sources of electricity are not practical or economical now for large populations, nor will they be for many years to come
19686dce45de3f24f8bc4c1f9ccb3ed6	nuclear energy as a low-carbon energy source that could help limit climate change
0bb8ab214c1a582490a8eec7925195e5	nuclear energy, apart from its use for power generation, was also invaluable in medicine
4737f5da7a5acf1e49151b4420dd38b4	affordable near-term reduction of CO2 and other atmospheric emissions
40107e7b253aeb08fbd75629d358d0c2	the importance of nuclear power cannot be overstated
beeb62bac7a02b1e3c4105596ca54944	nuclear power is not and never has been a cheap and economical way of producing electricity
db0a672f7133556b767d1ba273152a62	the results of a compromised reactor core can be disastrous
42a764c2f301bed044c318700dbff5b4	the risk of a serious nuclear disaster, like Chernobyl
bc13cb664b1bb47e3fc56e297f6cda48	The elements used in nuclear energy production are highly unstable and extremely radioactive with half-lives of thousands of years
51393c7f8d9fbeabaf4bb2487b5c8b66	Nuclear energy provides a significant share of electricity generation in several countries-more
818bb96dfc9ef465ca8f7bf971e411f8	offering nuclear aid will raise the likelihood that nuclear weapons proliferate
e617a2fd37cc07be9a386c259b4cb904	The reactor systems and fuel cycle components that make up the NES were selected for their ability to perform in tandem to produce clean, safe, and dependable energy in an environmentally conscious manner
b2afdea6cb45afa9f6fc6280811d3a96	it can't be denied that nuclear power stations produce hazardous waste and that disposing of it is problematic
605d1e17b93e3abb5b6e16152275492d	Nuclear energy has proven to be a reliable source of energy that not only has the ability to operate continuously when we need it most, but also helps provide for a healthier future
21f0d6fbba7f307d7f9de63ecf9d9951	Nuclear plants generate safe and emissions-free energy
720f4c3dd8306731725d6abc85459bec	We have abundant reserves of it
d75d25d8b715cca84155033ed9d997bf	minimal land is required to support it
9014e73b4d1afe3b8bbb1e23cccd5765	The Olkiluoto construction project in Finland is rapidly becoming an example of all that can go wrong in economic terms with nuclear new build
62af65e1f2215cc35a0e5df6b2793c26	fossil fuel reserves are depleting at a fast pace
5c91ec986f3fb88000348d85282275b4	It's not a reliable source and will not be around for very much longer
734c731d682887261e02a5bc5c752a52	harmful nuclear waste from nuclear power reactors
c6ac319fcb3ad69d35312554bbf3b5d2	Handling nuclear material requires high levels of safety and accurate accounting to ensure every single gram of fuel is tracked and kept in the right hands
31fcf403fbf19679bbff8495486007e0	nuclear plants take up much less space for the same amount of energy as other sources like wind
8de657d5bc2577df97387e15f4355c19	nuclear power has become a prominent issue
b92fb8cf87b1390a7d7a3267db89dc41	using that energy would mean a significant loss in our competitiveness
913439ee461bc912989aa149a6f74adc	devastating nuclear power accidents have never occurred
ad4b177c40f8463ab4764c0753fb9830	they have the potential to have massive effects on public health and the environment
6b968b766da506ce17806c08334c877a	they should not be expected to contribute otherwise than in a marginal way
e0580cb586c2af505c2b9395ce86f711	We are talking about hundreds of potential 'dirty bombs' that could have fallen into the hands of terrorists
e595f278c008c63b2dd351587ea870cb	health, security, environmental and economic concerns, would you be prepared to see a nuclear reactor from your backyard
be7687ec39603773c38c0f7c0513e224	nuclear non-proliferation safeguards are more likely to be observed by countries if they're given an opportunity to obtain nuclear fuel for electricity production
92fdfc8f09bc836e4f14de728d17cefd	environmental opposition to nuclear energy is the greatest misunderstanding and mistake of the century
