topic,stance,sentence
5,0,a minimum wage is incapable of supporting a worker and actually harms the economy
5,1,"he gets lower turnover, more loyalty and better productivity by paying them liveable wages"
5,0,substantial increases in the minimum in areas with lower wages can cause industries to shrink and can inhibit job creation
5,0,There is no research supporting the claim that minimum wages reduce the proportion of families living in poverty
5,1,the gap in earnings between tipped workers and all workers was smaller in states with a higher tipped minimum wage
5,0,companies will always choose the more experienced and productive employee
5,1,a recent analysis of the effects of a potential increase in the national minimum wage to $9.80 suggests that such an increase could help stimulate the local economy
5,0,"Minimum wage laws mandate high wages for low-wage workers, rather than higher earnings for low-income families"
5,1,"a moderate rise in the minimum wage has little, if any, affect on job creation starting at such a low level"
5,0,raising the minimum wage is a poor way to help the working poor
5,1,"they are effectively excluded from protection under most worker protection, harassment and injury compensation laws"
5,1,it does help poor households- Minimum Wage is to give a semblance of a LIVING wage
5,0,Not all unskilled job applicants precluded from minimum wage jobs end up unemployed
5,1,"A significant 35 million workers from across the country could see their wages rise if the minimum wage were increased, allowing them to earn a better livelihood"
5,0,"employers may be expected to reduce fringe benefits, offer less on-the-job training, and hold higher expectations for employee productivity after an increase in the minimum wage"
5,1,"a minimum wage hike may, in fact, help not hurt low-wage workers as a group"
5,1,a higher minimum wage supposedly means more customers with more money to spend
5,1,it s about time for better wages
5,0,work experience is usually slight
5,0,few have had much chance to develop skills and work habits that would enable them to command high wages
5,1,the minimum wage is small relative to most firms' overall costs and only modest relative to the wages paid to low-wage workers
5,1,"minimum-wage earners have been working harder than ever, only to see their pay continually cut"
5,0,it is designed to provide a transfer of income from either customers or business owners to low-wage worker
5,1,regional minimum wages would introduce additional flexibility that recognizes wages and living costs vary within countries as well as across countries
5,1,legally employed workers in jobs that pay less than the minimum wage often earn tips
5,1,employers are required to make up the difference if the tips do not bring their wage up to the minimum
5,1,reducing poverty among tipped workers
5,0,"Once workers have gained the skills and experience that make them more productive, they can command higher wages"
5,1,Minimum wage is an essential mechanism in improving the pay gap for Māori and Pacific Island workers
5,0,a higher federal wage floor might make it harder for states with large numbers of less-skilled workers to increase employment levels over time
5,0,They also cite evidence from a study conducted by Neumark and Wascher that relied on an expanded version of the EPI payroll data and also find an adverse employment effect resulting from the minimum wage increase
5,0,"many low-wage workers live in high-income families, increasing the minimum wage is an ineffective way of increasing the incomes of poor families"
5,0,It doesn't really help raise overall wages
5,0,it prices people out of the market who have low levels of ability and educational attainment
5,1,minimum-wage jobs provide inexperienced workers the opportunity to learn
5,1,"Raising the minimum wage increases consumers' purchasing power, thereby putting more money back into local economies"
5,0,"If the real objective of a living wage linked to minimum wage is to reduce poverty, there are better options"
5,1,wages couldn't be left to be determined entirely by the interplay of market forces as it would lead to the fixation of wage at a very low level resulting in exploitation of less privileged class
5,0,evaluating its effect on total employment levels is bound to generally yield small numbers
5,1,We have low-wage jobs in low-wage sectors beginning to define the core of the economy
5,1,temporary foreign workers who harvest the same crops are guaranteed an hourly minimum wage
5,1,"minimum wage should not only ensure bare subsistence but also preserve efficiency of the worker by providing basic facilities such as education, medical facilities etc"
5,1,Now is the time for Georgia legislators to raise the minimum wage to a wage that is fair and would allow thousands of minimum wage workers to provide for their families without public assistance
5,0,the fragile economy prohibits such a drastic change to the minimum wage
5,0,"It excludes low-skilled labor and young, inexperienced youth from joining the workforce"
5,1,industries located in areas considered as hardship areas by employees will attract more willing
5,1,"declineFor most of the minimum wage's history, working families could depend on slow but steady growth in the minimum wage"
5,1,minimum wage increases have a generally positive effect on earnings and no meaningful effect on employment levels
5,0,a minimum wage household with two children has their effective wage rate and purchasing power increased by 55 percent when all forms of public assistance are considered
5,0,"a much higher minimum wage, one that is closer to the living wage recommendation, would be more disruptive to employers and likely have more negative impacts"
5,0,Increasing the minimum wage clearly and demonstratively reduces employment among minimum wage workers
5,0,that would make each job harder to find and the lower jobs would be more high value
5,0,"expect that industries that employ a lot of low-skilled workers will grow more slowly, if at all, after the minimum wage is increased"
5,0,An increase in the minimum wage will not benefit all low income workers
5,0,minimum wages can cause cost push inflation
5,1,"it lifts the earnings and incomes of low-wage workers and their families, without generating job losses"
5,1,"raising the minimum wage reduces poverty, including child poverty in female-headed households"
5,1,increasing Missouri's minimum wage will have no negative effects
5,1,increasing the standard of living for low-wage families
5,1,A minimum wage increase would improve standards of living The earnings of Missouri's minimum wage workers are essential to their families' total income
5,0,workers who earn wages somewhat above the new minimum wage would be indirectly affected
5,1,it will help poor and low-income families
5,1,Raising the minimum wage would give a needed boost to the incomes of low-wage women
5,1,a real minimum wage increase of 10 percent reduces job growth in the state by around 0.53 percentage points
5,1,The President's proposal to increase the minimum wage would raise wages of more than 5.7 million working women
5,0,raising the minimum wage will not reduce poverty in America
5,0,the minimum wage law increases the number of dead-end jobs and effectively consigns some of the unskilled to a lifetime of reduced opportunity
5,1,It's time for businesses to pay a living wage again that is part of a healthy economy
5,1,a higher minimum wage would not impact job creation
5,1,these changes are not statistically significant and did not materially impact the overall health of Pennsylvania's economy
6,1,relying on renewables is causing German industries to seek more reliable sources
6,0,adverse influences are seen in operating and wear conditions if improper or excessive lubrication is used
6,1,"there is a technology out there that produces clean, emission free energy without the need for raw materials imported from unstable countries"
6,0,two deaths were reported to be caused by the nuclear meltdown
6,0,nuclear energy will likely not be diminished as much as a larger scale disaster such as Chernobyl
6,0,they are very expensive ways of creating energy
6,0,It's going to suck all the capital out of our economy
6,1,nuclear energy low amount of carbon and this characteristic is enough to claim that nuclear energy is a renewable source of energy
6,1,the enhanced propensity among global economies to adopt nuclear technology as a viable alternative to fossil fuels for power generation
6,1,"oil is a fossil fuel and causes air pollution, and it will eventually run out"
6,0,"these arguments about cheap energy seem ridiculous in front of the victims of Chernobyl and Fukushima We shouldn't be building nuclear power plants, because they're dangerous"
6,0,accumulating separated plutonium only increases proliferation concerns and decreases Japan's ability to be a leader in nuclear disarmament and nonproliferation
6,0,we cannot continue to fuel the myriad nuclear threats by pretending nuclear power can in any way help to combat climate change
6,1,Nuclear energy can help supply the poor world with needed electricity The massive increase in demand for electricity expected in the 21st century can only be met by an energy resource capable of supply a massive amount of electricity
6,0,very large place is needed to store the nuclear waste
6,0,new sites would need to be found to store the future nuclear waste
6,0,it seems like there are harmful consequences every step of the way
6,1,nuclear energy should be on par with young renewable energy technologies
6,1,there are benefits to nuclear energy that make it difficult to replace
6,1,the contribution of nuclear power plants to global warming is therefore relatively little
6,1,Fuel source is limited making it a non-renewable energy source and unsustainable
6,1,"nuclear energy's life-cycle emissions are comparable to renewable forms of generation, such as wind and hydropower, and far less than those of coal or natural gas-fueled power plants"
6,0,there are some concerns that the world's uranium is approximately 100 years away from depletion
6,0,the cost of uranium (which is about 1/4 of the ongoing cost of operating a plant) could go up significantly
6,1,"it has a much lower amount of air pollution, as well as a lower risk of affecting the climate through global warming"
6,1,They also give off less radiation than coal burning plant
6,1,"Refusing to lead the way on nuclear energy production and carbon emission reduction will force Americans down a much longer road to sustainable, renewable energy production"
6,1,This type of energy also indirectly affects the carbon cycle because of the carbon dioxide emissions it saves from being released into the air
6,1,continued research and development will lead to a usable product
6,1,nuclear energy is -- plain and simple -- a practical means for increasing energy supply and thus enabling economic progress
6,0,"workers who have stayed to combat the crisis at the nuclear facility may be older retirees, who might die of old age before nuclear-related cancers could kill them"
6,0,the cost of doing so would be staggering given the high construction costs associated with nuclear plants
6,0,the threat of nuclear weapons looms large
6,1,"changes at DOE could help save the taxpayer money, bring promising technologies into the marketplace more quickly, and help to ensure an innovative and competitive nuclear industry"
6,1,there are opportunities in improving energy efficiency of cleanroom environmental systems while maintaining effective contamination control
6,1,many nations are looking for green alternatives
6,1,"nuclear energy is crucial to long-term, environmentally sustainable, diversification of energy supply"
6,1,It is responsible for ensuring the energy future for Canada
6,1,Many nations are increasingly turning to nuclear energy as a low-carbon means of meeting growing electricity demand
6,0,"while most people are in favour of nuclear energy, they want less of it"
6,1,nuclearenergy has proven to be one of the most reliable
6,1,carbon footprint suggested a resurgence in modern nuclear power
6,1,the economic gains for many states and regions are even more important
6,1,It also provides land and habitat preservation because the plant itself requires only small space to operate
6,1,The generation of electricity through nuclear power emits no greenhouse gases
6,0,uranium extraction and the manufacturing of the plant-similar to the manufacture of other energy sources-do generate some greenhouse gases
6,0,nuclear power plants are vulnerable to sabotage and attack
6,0,existing evacuation plans in case of a nuclear power plant accident are widely regarded as unrealistic paper exercises
6,0,many nuclear accidents have already been endangering civilian lives
6,1,"If fossil fuels, especially coal, were used as a substitute, global greenhouse gas emissions would likely increase"
6,1,There are generally traces of lead and arsenic present in coal and its burning causes air pollution
6,0,New nuclear will take investment away from truly renewable forms of energy and drag us backward into nuclear dependence
6,0,The primary environmental concerns for nuclear power are spent fuels and radioactive wastes
6,1,"negative side effects, including an additional 40 million tons of carbon dioxide emissions from carbon-based fuel sources"
6,0,nuclear plants contribute significantly to climate change
6,0,"The risks of nuclear accidents, production of highly radioactive waste and the costs necessary for its disposal, bear no rational relationship to the slight short-term gain in energy that nuclear power provides"
6,0,failed a court test
6,0,assigns to taxpayers the risks of cost overruns in waste management
6,1,there were no deaths caused by the radioactive materials releases
6,0,a lot of people still had to be evacuated from their homes to ensure safety which really brought about inconvenience
6,1,renewable energy would become economically viable by 2030
6,0,The pollution of this waste can cause serious effects on both people and the environment
6,1,Renewable Nuclear energy is often considered as a clean source of energy
6,0,"How can anyone seriously use the phrase ""clean, alternative energy"" when the waste products are deadly to all living beings for tens of thousands of years"
6,1,103 nuclear plants operating in the United States effectively avoid the release of 700 million tons of CO2 emissions annually
6,1,"reactors in Ontario, Quebec and New Brunswick have saved Canada's atmosphere from over 1 billion tonnes of carbon dioxide emissions"
6,1,"There are no catastrophic risks unlike in other forms of Energy like Oil (BP Oil SPill),Thermal ( Coal Mine Deaths),Gas ( Water Pollution) etc"
6,1,Each new reactor also brings an estimated $430 million a year in total output for the local community
6,1,Many environmental scientists see nuclear energy as a useful tool to transition from fossil fuels to renewable energy in the future
6,0,More of these can lead to their expansion in more populated areas putting many lives in danger
6,1,insufficient water for electricity
6,0,"Public concern about the environment, health and safety"
6,1,"The benefits of this type of effort can include increased energy delivered, decreased operating costs, enhanced preventive maintenance schedules, solutions to issues with the largest payback, and identification of early failure indicators"
6,0,"renewables would ensure high levels of energy security, provide clean electricity, and most importantly entail no risks to humans or to the environment"
6,0,nuclear waste is potential harmful for both humans and the environment
6,1,"Advanced nuclear technologies, now under development, potentially offer advantages over current technologies"
6,1,"nuclearenergy remains a safe, economically competitive and environmentally acceptable option"
6,1,Current alternatives only produce a small percent of our energy needed
6,0,"Whatever challenges still face technologies like solar and wind power, they pale compared to the fundamental security and environmental problems that won't be fixed by any new reactor design"
6,0,The Radiation Leak and subsequent health hazards will make it impossible for a Nuclear Reactor to be located except in very remote areas like the Sahara Desert
6,1,reliable electricity production and the economic benefits of nuclear energy facilities
6,1,"all low-carbon energy sources - including nuclear, hydro and renewable energy - should be taken advantage of to generate electricity while limiting greenhouse gas emissions"
6,1,"370,000 new jobs have been created in the sector and exports of renewable energy technology are rising rapidly"
6,1,the amount of fuel required in a nuclear power plant is much smaller compared to those of other types of power plants
6,0,solar energy application is much safer
6,0,instability and potential meltdown of the Fukushima nuclear reactors
6,1,"Fusion is, overall, a safer process and produces less problematic waste"
6,0,nuclear power costs are no longer cheap enough with massive cost escalation being seen in Finland and some nuclear reactor plans being canceled in US because of massive economic risks
6,0,nuclear power is dirty
6,1,"wind power has extremely high production costs, geographical impacts, and creates a huge carbon footprint just to design and develop"
6,1,the death toll from Fukushima radiation really is negligible and too small to measure
6,1,the promotion of the safe energy alternative that nuclear energy presents
6,0,the lack of procedure for dealing with nuclear waste as a major issue
6,0,money spent on developing nuclear energy would not have as great an impact on the environment as investing in truly renewable sources
6,0,nuclear energy production would have to increase by 10.5% per year from 2010 to 2050 to both replace fossil-fuel-energy use and meet the future energy demands
6,1,nuclear energy does not give too much negative impact to the environment and hence decreases the rates of environment pollution
6,1,"Moore now defends nuclear power as safe, affordable and cleaner that most alternatives"
6,1,nuclear technology produces fewer greenhouse gas emissions than fossil-fuel-based plants
6,1,"not only does substantial security limit access to used fuel pools, but the pools themselves are constructed with several feet of steel-lined, reinforced concrete designed to withstand extreme force"
6,0,once uranium is used it becomes radioactive waste that will be on earth for a very long time
6,0,accidents do happen and meltdowns do occur which means entire countries can be contaminated
6,1,"it is good, eco-friendly and scientifically which have been supported by many environmentalists and ecological organizations"
6,0,"Some nuclear power plants remove large quantities of water from a lake or river, which could affect fish and other aquatic life"
6,1,"because of the perceived economic viability of operating nuclear reactors, the ability for nuclear energy to slow climate change, and the possibility to provide energy security"
6,1,"if Americans are going to satisfy their energy demands while achieving the goal of cutting greenhouse gas emissions, the country needs to re-invest in nuclear energy"
6,1,encourage prosperity growth and clean development around the world
6,0,too many people have become diseased or worse from coal and nuclear garbage and mistakes
6,0,they require high expenses in material and maintenance
6,1,it must be remembered that the tsunami killed tens of thousands of people and not nuclear energy
6,1,it can provide an economic boost
6,1,"Scientists and engineers have found many uses for this energy, including the production of electric energy and the explosion of nuclear weapons"
6,0,How can nuclear facilities be made resistant to natural disasters such as earthquakes and tsunamis
6,1,The survey showed strong support (79 percent) for recycling used fuel from nuclear energy facilities to generate additional electricity
6,0,Germany could save more than 700 billion euros by relying on non-nuclear renewable energy instead of nuclear power or imported fossil fuels
6,0,production of renewable energy sources is increasing at a faster pace than nuclear power production which has stagnated and is gradually decreasing
6,1,"air pollution, mining accidents have killed far more than (per watt generated) over the last 50+ years"
6,0,"the nuclear industry still has not managed to solve the problems of safety, security, and disposal of highly dangerous radioactive waste"
6,1,"the average U.S. nuclear energy plant has an average payroll of $40 million, generates about $470 million a year in sales of goods and services, and annually pays $16 million in local and state taxes"
6,1,"nuclear energy is emissions-free, which means CO2 free"
6,1,"As an alternative energy source and one that does not leave the carbon footprints on the environment that fossil fuels do, it is inevitable that investing in nuclear stocks could be beneficial"
6,1,It is cleaner than many other forms of energy production
6,1,can significantly reduce environmental impacts in an efficient and economically viable manner while utilizing both clean energy generation sources and hydrocarbon resources
6,0,"Uranium is a radioactive substance and emits radiation, which are very dangerous and can cause gene mutations and cancers"
6,0,Renewable energy is cheaper than nuclear energy for Arab countries
6,0,the need for energy storage is solved for renewable energy which makes it more attractive than nuclear technology
6,1,"If we can make GNEP a reality, we can make the world a better, cleaner, safer place to live"
6,1,"Nuclearpower does not result in the emission of any of the poisonous gases like carbon dioxide, sulfur dioxide or nitrogen dioxide"
6,0,the new rules do not do enough to address potential terrorist threats
6,0,"the powers of nuclear regulators, which have been accused in the past of being too close to nuclear industry players"
6,0,"nuclear power is not a clean, safe or affordable source of energy"
6,0,"the building of more power plants could cause harmful effects, especially if accidents occur"
6,0,"they think nuclear plants are like enormous nuclear bombs, just waiting to explode and wipe out civilization"
6,1,the world needs low-carbon fuel sources
6,1,nuclear delivers electricity without the greenhouse gas emissions of fossil fuels
6,1,"we can manufacture coal artificially, it will require millions of trees to be cultivated"
6,1,global climate change and of the vulnerability of energy supplies caused by increasing international competition will lead to a greater reliance on nuclearenergy
6,1,if the goal to build a renewable energy infrastructure is to lower carbon emission then there is no reason for not including nuclear energy in that list
6,1,Nuclear power is gaining momentum in the United States as the nation seeks environmentally friendly and affordable sources of energy that can meet growing demand
6,1,"sustained economic growth will require affordable, reliable energy supplies"
6,1,many developing countries must increase their energy supplies if they are to achieve and sustain economic growth and fulfill their people's aspirations
6,1,You cannot meet Britain's future energy needs and reduced carbon emissions without a big expansion of nuclear power
6,1,"It's simply a matter of doing more of what works, in a safer and more efficient way"
6,0,"They're pushing a technology with serious health, safety and economic risks, and in doing so diverting research dollars away from better alternatives"
6,0,"The problem, however, is building a safe reactor core that can handle being loaded with long-life, highly radioactive actinides"
6,0,Nuclear energy cycle is inherently unstable and burns out out if not properly regulated
6,1,the minimal impact of nuclear energy operation relative to air
6,0,why continue to pursue nuclear when there are clearly other safer or more 'progressive' options
6,1,More and more countries take nuclear energy development as an important option for meeting energy demands and optimizing energy mix
6,1,"nuclear energy in France was not only the most economic choice, but also the most environmentally friendly"
6,0,loan guarantees unfairly subsidize a mature industry and would be better spent elsewhere
6,1,"Nuclear energy is a mature low-carbon technology, which has followed a trend towards increased safety levels and power output to benefit from economies of scale"
6,1,renewable fuels are unlikely to be able to cope with the strain this will put on centralised energy systems
6,1,nuclear energy is used to preserve the aquatic life and to make the environment more favorable to the wildlife
6,1,the least expensive way to produce electricity while abating carbon emissions
6,0,US nuclear deal is expected to result in an increase in secondary support services such as transportation and nuclear fuel storage
6,1,Upper-boundary public disease risks of air pollution from coal-fired plants dominate
6,0,the initial construction costs of a nuclear plant are huge
6,1,the ongoing maintenance and fuel costs have proven to be far lower than that of other energy sources
6,0,"As nuclear technology and commercial energy programs spread, this could increase the risk of nuclear weapons proliferation and jeopardize the safety of the host nation and potentially every nation on Earth"
6,0,many nuclear and coal power plants are already nearing the end of their lifespan and require new investments and that electricity grids need to be updated
6,0,"nuclear energy, especially the fusion reaction that will be applied in future, is much danger"
6,0,solar energy has wider and wider application in all aspects in society
6,1,The energy department has been studying the possibility of developing nuclear energy
6,1,steep oil price hikes and problems that threaten supply
6,0,requires a tremendous initial energy cost to start the reaction
6,1,cost-effective and reliable energy source
6,1,"producing affordable, on-demand electricity at an 89 percent production rate"
6,1,ever-increasing use of the fossil fuels
6,0,Renewable energy like wind & solar and improvements in energy efficiency will provide enough energy to meet our future energy demands
6,1,further development will help maintain nuclear's competitiveness
6,1,of the increase in the price of oil due to the depleting resources of energy like fossil fuels and natural gases
6,0,Nuclear energy can be used in the nuclear weapons production and proliferation
6,1,it is likely to have little effect on the environment
6,0,nuclear power is both extremely dangerous and environmentally unsound as an energy source
6,0,radiological risks of low-dose radiation
6,0,the radioactive half-lives of some of the radionuclides in the waste are thousands to millions of years long
6,1,less polluting sources of energy such as nuclear
6,0,the initial capital cost of building a nuclear plant is high
6,1,the maintenance and running costs are relatively low
6,0,nuclear power is not as cheap as coal or oil
6,1,it is more affordable than many other alternative and sustainable energy options
6,1,The need to cut greenhouse gas (GHG) emissions in an effort to tackle climate change
6,0,People who live near the radioactive zone have high possibility to get ill and die
6,1,"nuclear energy can create a secure, constant, emissions-free, and cost effective energy supply we need"
6,1,"promote technologies that support economic, sustained production of nuclear-generated electricity, while reducing the impacts associated with spent nuclear fuel disposal and reducing proliferation risks"
6,1,Nuclear waste has been in research for many years now and should be reaching a safe and effective means of disposal
6,0,nuclear power is not and never has been a cheap and economical way of producing electricity
6,0,the results of a compromised reactor core can be disastrous
6,0,"the risk of a serious nuclear disaster, like Chernobyl"
6,0,The elements used in nuclear energy production are highly unstable and extremely radioactive with half-lives of thousands of years
6,1,Nuclear energy provides a significant share of electricity generation in several countries-more
6,0,offering nuclear aid will raise the likelihood that nuclear weapons proliferate
6,1,"The reactor systems and fuel cycle components that make up the NES were selected for their ability to perform in tandem to produce clean, safe, and dependable energy in an environmentally conscious manner"
6,0,it can't be denied that nuclear power stations produce hazardous waste and that disposing of it is problematic
6,1,Nuclear plants generate safe and emissions-free energy
6,1,We have abundant reserves of it
6,1,minimal land is required to support it
6,0,The Olkiluoto construction project in Finland is rapidly becoming an example of all that can go wrong in economic terms with nuclear new build
6,1,fossil fuel reserves are depleting at a fast pace
6,0,It's not a reliable source and will not be around for very much longer
6,0,harmful nuclear waste from nuclear power reactors
6,0,Handling nuclear material requires high levels of safety and accurate accounting to ensure every single gram of fuel is tracked and kept in the right hands
6,1,nuclear plants take up much less space for the same amount of energy as other sources like wind
6,1,nuclear power has become a prominent issue
6,0,using that energy would mean a significant loss in our competitiveness
6,0,they should not be expected to contribute otherwise than in a marginal way
6,0,We are talking about hundreds of potential 'dirty bombs' that could have fallen into the hands of terrorists
6,0,"health, security, environmental and economic concerns, would you be prepared to see a nuclear reactor from your backyard"
6,1,nuclear non-proliferation safeguards are more likely to be observed by countries if they're given an opportunity to obtain nuclear fuel for electricity production
6,0,Uranium that is used for continues to emit radiation long after it has been used up posing dangers to any community close to the nuclear plants
6,0,the international community expresses doubts about their willingness and ability to minimize nuclear threats
6,0,Nuclear power plants routinely release small amounts of radioactive isotopes during operation and they can release large amounts during accidents
6,0,"questions of the waste problem so far unsolved, safety of Nuclear Reactors is not guaranteed to the extent that they are inherently safe"
6,1,Nuclear power can reduce our dependence on foreign sources of energy
6,1,reduce the emissions that come from burning fossil fuels
6,1,"If nuclear development is stifled, the price of these things will hit the floor, and people will start looking for high-prices in other industries.such as weapons"
6,0,Many other sources of energy such as solar and windy as well as biofuels power are possibly potential to exploit
6,1,an energy source so powerful that it is able to meet bulk-energy demands
6,0,construction costs of up to $4400 per kilowatt-hour
6,0,they are extremely expensive to build-almost 9 billion dollars for a 2000 megawatt hour plant
6,0,the risk of getting cancer is significantly increasing for small children growing up in the neighborhood of a nuclear power station
6,1,"The Japanese government has embraced nuclear power as an attractive domestic-based energy source, which is less vulnerable to disruption than oil imports"
6,0,continued storage of UNF without a decision to recycle is not a solution to the problem of nuclear waste disposal
6,1,the rain provides an additional mechanism naturally replenishing our nuclear fuel supply
6,0,Nuclear energies can lead to many harmful effects to the human beings and society
6,0,"it will take up to 19 years to set up a plant, compared to two to five years for solar energy"
6,0,"the accident caused no direct radiation-induced casualties, it raised concerns over the safety of NPPs"
6,0,East of Japan was struck by a huge earthquake followed by a major tsunami and a series of accidents that took place at the nuclear power site at Fukushima
6,0,Sometimes the plant leaks these radioactive wastes into the environment
6,1,nuclear energy provides over 64% of the nation's carbon-free energy
6,1,"the country's hydro power plants, thermal and renewable energy sources would not be enough to address the country's needs"
6,1,"Advanced reactor systems that are passively safe, more efficient, and demonstrably cost effective are essential to the wider public acceptance of the nuclear role"
6,1,one third sees nuclear energy more as an advantageous source of energy than a risk
6,1,nuclear energy is one of the clean ways to produce energy
6,0,"even if just a small amount of unstable uranium or plutonium is used, a bomb would explode"
6,1,Nuclear energy is the only source of energy that can and should replace fossil fuels whenever possible
6,1,spent radioactive fuel can be reprocessed to recover fissile and fertile materials thereby providing fresh fuel for plants
6,0,"radiation can also spread in the air and can be deposited on people, plants, animals, and soil"
6,1,"the relatively low CO2 emission of nuclear power compared to fossil fuels coal, oil and natural gas"
6,0,A terrorist strike on a nuclear facility could be devastating
6,0,"the problems of nuclear waste, safety and proliferation still remain to be solved"
6,1,"This concept could potentially satisfy various energy demands and improve reliability, robustness and resilience for the entire system as a whole"
6,0,"The more nuclear power plants (and nuclear waste storage shelters) are built, the higher is the probability of a disastrous failure somewhere in the world"
6,0,it is the source of many further problems
6,1,nuclear energy is the only non-greenhouse gas-emitting power source that can effectively replace fossil fuels and satisfy growing demand for energy
6,0,"When a nuclear chain is uncontrolled it overheats, causes damage to the reactor and radioactivity may spill into the environment"
6,1,"public desires energy that is clean, safe, and affordable and nuclear energy can meet all of these criteria"
6,1,emits no greenhouse gasses and is efficient
6,1,Nuclear energy also helps to enhance [the] EU's security of energy supplies and it increases diversification of our energy sources and reduces our dependence on imported gas
6,0,The increaseing costs of environment and safety regulations has increase manifold since the last spurt of nuclear energy
6,0,the nuclear energy life cycle is responsible for substantial emissions
6,0,The fear of a repeat
6,0,the NRC has not been well equipped to evaluate new designs
6,1,nuclear power is the only viable alternative to fossil fuels given rising energy consumption and the looming threat of global warming
6,1,"building 1,000 megawatts of advanced nuclear energy provides more than twice the amount of jobs than wind and six times more jobs than solar"
6,1,the application of nuclear and solar energy will grow in the future
6,1,"nuclear energy's advantages as a ""stable and reliable"" source of energy, ""relatively free"" of price fluctuations"
6,0,"Every 18 to 24 months, a power plant must shut down to remove its spent uranium fuel, which becomes radioactive waste"
6,1,increasing demand for energy and environmental concerns related to emissions from fossil plants
6,0,"nuclear power plants also pollute the atmosphere, which can lead to the problem of global warming by decreasing the ozone layer"
6,1,drawbacks argue for the replacement of fossil fuels with a less-polluting potentially renewable primary energy such as nuclearenergy
6,0,The radioactive waste can possess a threat to the environment and is dangerous for humans
6,0,"in the rods of a typical nuclear reactor decays, the concentrations of other dangerous radioisotopes rises"
6,1,Nuclear energy represents not just business opportunities but employment opportunity
6,1,more than one million jobs could be created in the United States if American firms capture a significant share of the growing global nuclear energy market
6,0,Many have questioned the safety of the facility
6,0,geological phenomenon such as earthquakes that could make Yucca Mountain unsuitable to safely store nuclear waste for thousands of years
6,1,a premature shut down of Switzerland's nuclear reactors could lead to higher electricity costs and negatively impact the country's energy-hungry manufacturing sector
6,1,developed waste minimization/pollution prevention plans to make the wisest and most environmentally responsible use of resources
6,1,"if nuclear energy technologies replaced fossil fuels on a large scale, that number could grow to 7 million lives saved over the next 40 years"
6,1,"technology progress is expected to enhance the efficiency of nuclear energy systems, increasing the amount of energy retrieved per tonne of uranium and thereby easing the pressure on demand"
6,1,nuclear energy doesn't emit carbon dioxide into the atmosphere
6,1,"Technical factors, such as future energy demand, the problems of global warming, and the increased safety of new nuclear technologies, appear to be pushing the risk-benefit balance back into nuclear's favour"
6,1,"access to energy is secure, reliable, affordable, and sustainable"
6,1,"with global warming and climate change and need for more electricity, proven by the blackouts in major cities in the past few years, there is only one thing that can fit the need to decrease all of these-nuclear energy"
6,1,"nuclear energy continues to be the best option for reliable, safe, cost-efficient, carbon-free electricity"
6,1,"Another new rule would require emergency response centers on the site of nuclear plants that would be protected against radioactivity, earthquakes and flooding"
6,1,The four energy firms furthermore warn that Germany could face widespread winter blackouts if Merkel phases out nuclear power
6,0,nuclear energy production was simply not cost-effective
6,0,"Rising costs, increasing plant construction periods, the risk of nuclear proliferation, and the question of long-term nuclear waste storage are also major concerns"
6,0,nuclear weapons are extremely expensive and enormously destructive
6,1,coal and oil are inherently unstable since they like to burn themselves
6,0,"nuclear energy, the world's most dangerous fuel"
6,1,Coal-fired gas is a main culprit of greenhouse gas emissions
6,1,"of increasing energy demand, which would create the need for additional energy infrastructure without having an adverse impact on the ecology"
6,0,"Trusting liars and those whose concern is that of money over human health and welfare with one of the most destructive forces known to human kind, nuclear power, is indicative of failing cultural values of our society"
6,0,"Despite a generally high security standard, accidents can still happen"
6,1,its contribution to electricity supply
6,1,nuclear energy has the potential to broaden its market to non-electricity applications
6,0,Many are worried about radioactive nuclear waste
6,0,"If a nuclear disaster cannot be prevented from happening in rich, technologically advanced nations like Japan, then what might happen in our county"
6,1,nuclearenergy has both peaceful and military applications
6,1,the civilian and military fuel cycles can overlap
6,1,A global nuclear renaissance will attract construction jobs as well as high-skill engineering jobs
6,1,huge financial profits can be realised for any day longer which these plants can be kept in operation
6,1,of nuclear's ability to provide energy without carbon emissions
6,0,'There is growing evidence that the 'new nuclear' option is neither safe nor affordable
6,0,"although they are relatively cheap to run, they are extremely expensive to build"
6,1,Small Modular Reactors (SMR) can better meet the nation's electric needs
6,0,"if terrorists acquired nuclear weapons, the results would be unimaginably catastrophic"
6,1,potentially important source of grid flexibility
6,1,nuclear energy has many potential positive benefits
6,1,"only nuclear power can provide large amounts of emissions-free, baseload electricity"
6,1,"Countries that do not choose to produce clean energy in a carbon constrained world will inevitably pay more to produce energy, resulting in higher input costs and higher prices for consumers"
6,0,there is high possibility of that catastrophic attacks by terrorists to happen if nuclear energy is switch to be used
6,1,The low and stable cost of nuclear energy helps reduce the price of electricity paid by consumers
6,0,there's not a tremendous amount of storage for such a thing
6,0,drifting too close to a power plant can mean a quick and turbulent death
6,0,nuclear energy could not be expanded swiftly enough to stop climate change
6,1,"it offers clean power sans carbon emissions, and is reliable and affordable"
6,1,The nuclear energy is used for clinical purposes to diagnose severe illnesses in a person
6,0,"Nuclear energy isn't just bad for the environment, it's bad for our economy"
6,1,"Nuclear fuel can be created during the day using the electric energy from half the solar array, and that fuel can be used to create electric energy at night"
6,1,"The diversity of energy sources is the best choice because it provides flexibility, sustainability and reliability, and nuclear definitely adds to that diversity"
